Symbol,Nome,Pais,Sigla_Pais,Setor
ESCA,"Escalade, Incorporated",United States,US,Consumer Cyclical
ESEA,Euroseas Ltd.,Greece,GR,Industrials
ESGD,iShares ESG Aware MSCI EAFE ETF,,,
ESGE,iShares ESG Aware MSCI EM ETF,,,
ESGU,iShares ESG Aware MSCI USA ETF,,,
ESLA,"Estrella Immunopharma, Inc.",United States,US,Healthcare
ESLAW,"Estrella Immunopharma, Inc.",United States,US,Healthcare
ESLT,Elbit Systems Ltd.,Israel,IS,Industrials
ESMV,iShares ESG Optimized MSCI USA Min Vol Factor ETF,,,
ESN,Essential 40 Stock ETF,,,
ESOA,Energy Services of America Corporation,United States,US,Industrials
ESPO,VanEck Video Gaming and eSports ETF,,,
ESPR,"Esperion Therapeutics, Inc.",United States,US,Healthcare
ESQ,"Esquire Financial Holdings, Inc.",United States,US,Financial Services
ESTA,Establishment Labs Holdings Inc.,United States,US,Healthcare
ETEC,iShares Breakthrough Environmental Solutions ETF,,,
ETHA,iShares Ethereum Trust ETF,,,
ETHB,Ishares Staked Ethereum Trust ETF,,,
ETON,"Eton Pharmaceuticals, Inc.",United States,US,Healthcare
ETOR,eToro Group Ltd.,Israel,IS,Financial Services
ETRL,GraniteShares 2x Long ETOR Daily ETF,,,
ETS,Elite Express Holding Inc.,United States,US,Industrials
EU,enCore Energy Corp.,United States,US,Energy
EUDA,EUDA Health Holdings Limited,Singapore,SG,Real Estate
EUDAW,EUDA Health Holdings Limited,Singapore,SG,
EUFN,iShares MSCI Europe Financials ETF,,,
EURK,Eureka Acquisition Corp,Hong Kong,HK,Financial Services
EURKR,Eureka Acquisition Corp,Hong Kong,HK,
EURKU,Eureka Acquisition Corp,Hong Kong,HK,Financial Services
EVAX,Evaxion A/S,Denmark,DE,Healthcare
EVCM,EverCommerce Inc.,United States,US,Technology
EVER,"EverQuote, Inc.",United States,US,Communication Services
EVGN,Evogene Ltd.,Israel,IS,Healthcare
EVGO,"EVgo, Inc.",United States,US,Consumer Cyclical
EVGOW,"EVgo, Inc.",United States,US,
EVLV,"Evolv Technologies Holdings, Inc.",United States,US,Industrials
EVLVW,"Evolv Technologies Holdings, Inc.",United States,US,
EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,,,
EVO,Evotec SE,Germany,DE,Healthcare
EVOX,Evolution Global Acquisition Corp,United States,US,Financial Services
EVOXU,Evolution Global Acquisition Corp,United States,US,Financial Services
EVOXW,Evolution Global Acquisition Corp,United States,US,
EVPF,Eaton Vance Preferred Securities And Income ETF,,,
EVRG,"Evergy, Inc.",United States,US,Utilities
EVSD,Eaton Vance Short Duration Income ETF,,,
EVTV,"Envirotech Vehicles, Inc.",United States,US,Consumer Cyclical
EVYM,Eaton Vance High Income Municipal ETF,,,
EWBC,"East West Bancorp, Inc.",United States,US,Financial Services
EWJV,iShares MSCI Japan Value ETF,,,
EWTX,"Edgewise Therapeutics, Inc.",United States,US,Healthcare
EWZS,iShares MSCI Brazil Small-Cap ETF,,,
EXC,Exelon Corporation,United States,US,Utilities
EXE,Expand Energy Corporation,United States,US,Energy
EXEL,"Exelixis, Inc.",United States,US,Healthcare
EXFY,"Expensify, Inc.",United States,US,Technology
EXLS,"ExlService Holdings, Inc.",United States,US,Technology
EXOZ,"eXoZymes, Inc.",United States,US,Healthcare
EXPE,"Expedia Group, Inc.",United States,US,Consumer Cyclical
EXPO,"Exponent, Inc.",United States,US,Industrials
EXTR,"Extreme Networks, Inc.",United States,US,Technology
EXUS,Nomura Focused International Core ETF,,,
EXYN,"Exyn Technologies, Inc.",United States,US,Technology
EXYNW,"Exyn Technologies, Inc.",United States,US,
EYE,"National Vision Holdings, Inc.",United States,US,Consumer Cyclical
EYEG,AB Corporate Bond ETF,,,
EYPT,"EyePoint, Inc.",United States,US,Healthcare
EZGO,EZGO Technologies Ltd.,China,CN,Consumer Cyclical
EZMO,Alphadroid Broad Markets Momentum ETF,,,
EZPW,"EZCORP, Inc.",United States,US,Financial Services
EZRA,"Reliance Global Group, Inc.",United States,US,Financial Services
EZRO,Alphadroid Defensive Sector Rotation ETF,,,
FA,First Advantage Corporation,United States,US,Industrials
FAAA,Fidelity AAA CLO ETF,,,
FAAR,First Trust Alternative Absolute Return Strategy ETF,,,
FAB,First Trust Multi Cap Value AlphaDEX Fund,,,
FABC,"Fabric.AI, Inc.",United States,US,Consumer Cyclical
FACT,FACT II Acquisition Corp,,,
FACTU,FACT II Acquisition Corp,United States,US,Financial Services
FACTW,FACT II Acquisition Corp,United States,US,
FAD,First Trust Multi Cap Growth AlphaDEX Fund,,,
FALN,iShares Fallen Angels USD Bond ETF,,,
FAMI,"Farmmi, Inc.",China,CN,Consumer Defensive
FANG,"Diamondback Energy, Inc.",United States,US,Energy
FAST,Fastenal Company,United States,US,Industrials
FATE,"Fate Therapeutics, Inc.",United States,US,Healthcare
FATN,"FatPipe, Inc.",United States,US,Technology
FBGL,FBS Global Limited,Singapore,SG,Industrials
FBIO,"Fortress Biotech, Inc.",United States,US,Healthcare
FBIOP,"Fortress Biotech, Inc.",United States,US,Healthcare
FBIZ,"First Business Financial Services, Inc.",United States,US,Financial Services
FBL,GraniteShares 2x Long META Daily ETF,,,
FBLA,"FB Bancorp, Inc.",United States,US,Financial Services
FBLG,"FibroBiologics, Inc.",United States,US,Healthcare
FBNC,First Bancorp,United States,US,Financial Services
FBOT,Fidelity Disruptive Automation ETF,,,
FBRX,"Forte Biosciences, Inc.",United States,US,Healthcare
FBYD,"Falcon's Beyond Global, Inc.",United States,US,Industrials
FBYDW,"Falcon's Beyond Global, Inc.",United States,US,
FBYY,GraniteShares YieldBOOST META ETF,,,
FCA,First Trust China AlphaDEX Fund,,,
FCAL,First Trust California Municipal High Income ETF,,,
FCAP,"First Capital, Inc.",United States,US,Financial Services
FCBC,"First Community Bankshares, Inc.",United States,US,Financial Services
FCCO,First Community Corporation,United States,US,Financial Services
FCEF,First Trust Income Opportunity ETF,,,
FCEL,"FuelCell Energy, Inc.",United States,US,Industrials
FCFS,"FirstCash Holdings, Inc.",United States,US,Financial Services
FCHL,Fitness Champs Holdings Limited,Singapore,SG,Consumer Defensive
FCLO,Fidelity CLO ETF,,,
FCNCA,"First Citizens BancShares, Inc.",United States,US,Financial Services
FCNCN,"First Citizens BancShares, Inc. Depositary Shares, each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock, Series E",,,
FCNCO,"First Citizens BancShares, Inc.",United States,US,Financial Services
FCNCP,"First Citizens BancShares, Inc.",United States,US,Financial Services
FCTE,SMI 3Fourteen Full-Cycle Trend ETF,,,
FCUV,Focus Universal Inc.,United States,US,Technology
FCVT,First Trust SSI Strategic Convertible Securities ETF,,,
FCXG,Leverage Shares 2X Long FCX Daily ETF,,,
FDBC,"Fidelity D & D Bancorp, Inc.",United States,US,Financial Services
FDCF,Fidelity Disruptive Communications ETF,,,
FDFF,Fidelity Disruptive Finance ETF,,,
FDIF,Fidelity Disruptors ETF,,,
FDIG,Fidelity Crypto Industry and Digital Payments ETF,,,
FDIQ,Invesco Bloomberg Financial Data Providers ETF,,,
FDIV,MarketDesk Focused U.S. Dividend ETF,,,
FDMT,"4D Molecular Therapeutics, Inc.",United States,US,Healthcare
FDNI,First Trust Dow Jones International Internet ETF,,,
FDRS,Founder-Led ETF Shares,,,
FDRX,Founder-Led 2x Daily ETF Shares,,,
FDSB,"Fifth District Bancorp, Inc.",United States,US,Financial Services
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,,,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,,,
FDTX,Fidelity Disruptive Technology ETF,,,
FDUS,Fidus Investment Corporation,United States,US,Financial Services
FEAM,"5E Advanced Materials, Inc.",United States,US,Basic Materials
FEAT,YieldMax Dorsey Wright Featured 5 Income ETF,,,
FEBO,Fenbo Holdings Limited,Hong Kong,HK,Technology
FEED,"ENvue Medical, Inc.",United States,US,Healthcare
FEIM,"Frequency Electronics, Inc.",United States,US,Technology
FELE,"Franklin Electric Co., Inc.",United States,US,Industrials
FEM,First Trust Emerging Markets AlphaDEX Fund,,,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,,,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,,,
FEMY,Femasys Inc.,United States,US,Healthcare
FENC,Fennec Pharmaceuticals Inc.,United States,US,Healthcare
FEP,First Trust Europe AlphaDEX Fund,,,
FEPI,REX FANG & Innovation Equity Premium Income ETF,,,
FER,Ferrovial N.V.,Netherlands,NL,Industrials
FERA,Fifth Era Acquisition Corp I,Cayman Islands,CA,Financial Services
FERAR,Fifth Era Acquisition Corp I,Cayman Islands,CA,
FERAU,Fifth Era Acquisition Corp I,Cayman Islands,CA,Financial Services
FEUZ,First Trust Eurozone AlphaDEX ETF,,,
FEX,First Trust Large Cap Core AlphaDEX Fund,,,
FFAI,Faraday Future Intelligent Electric Inc.,United States,US,Consumer Cyclical
FFAIW,Faraday Future Intelligent Electric Inc.,United States,US,
FFBC,First Financial Bancorp.,United States,US,Financial Services
FFIN,"First Financial Bankshares, Inc.",United States,US,Financial Services
FFIV,"F5, Inc.",United States,US,Technology
FFUT,Fidelity Managed Futures ETF,,,
FGBI,"First Guaranty Bancshares, Inc.",United States,US,Financial Services
FGBIP,"First Guaranty Bancshares, Inc.",United States,US,Financial Services
FGI,FGI Industries Ltd.,United States,US,Consumer Cyclical
FGII,FG Imperii Acquisition Corp.,United States,US,Financial Services
FGIIU,FG Imperii Acquisition Corp.,United States,US,Financial Services
FGIIW,FG Imperii Acquisition Corp.,United States,US,
FGIWW,FGI Industries Ltd.,United States,US,
FGL,Founder Group Limited,Malaysia,MA,Industrials
FGM,First Trust Germany AlphaDEX Fund,,,
FGMC,FG Merger II Corp.,United States,US,Financial Services
FGMCR,FG Merger II Corp.,United States,US,
FGMCU,FG Merger II Corp.,United States,US,Financial Services
FGNX,FG Nexus Inc.,United States,US,Financial Services
FGNXP,FG Nexus Inc.,United States,US,Financial Services
FGSI,FT Vest Growth Strength & Target Income ETF,,,
FHB,"First Hawaiian, Inc.",United States,US,Financial Services
FHTX,Foghorn Therapeutics Inc.,United States,US,Healthcare
FIBK,"First Interstate BancSystem, Inc.",United States,US,Financial Services
FICS,First Trust International Developed Cap Strength ETF,,,
FID,First Trust S&P International Dividend Aristocrats ETF,,,
FIEE,"FiEE, Inc.",Hong Kong,HK,Technology
FIGG,Leverage Shares 2x Long FIG Daily ETF,,,
FIGR,"Figure Technology Solutions, Inc.",United States,US,Financial Services
FIGX,FIGX Capital Acquisition Corp.,United States,US,Financial Services
FIGXU,FIGX Capital Acquisition Corp.,United States,US,Financial Services
FIGXW,FIGX Capital Acquisition Corp.,United States,US,
FINW,FinWise Bancorp,United States,US,Financial Services
FINX,Global X FinTech ETF,,,
FINY,Graniteshares YieldBOOST Financials ETF,,,
FIP,FTAI Infrastructure Inc.,United States,US,Industrials
FISI,"Financial Institutions, Inc.",United States,US,Financial Services
FISV,"Fiserv, Inc.",,,
FITB,Fifth Third Bancorp,United States,US,Financial Services
FITBI,Fifth Third Bancorp,United States,US,Financial Services
FITBM,Fifth Third Bancorp,United States,US,Financial Services
FITBO,Fifth Third Bancorp,United States,US,Financial Services
FITBP,Fifth Third Bancorp,United States,US,Financial Services
FIVE,"Five Below, Inc.",United States,US,Consumer Cyclical
FIVN,"Five9, Inc.",United States,US,Technology
FIVY,YieldMax Dorsey Wright Hybrid 5 Income ETF,,,
FIXD,First Trust Smith Opportunistic Fixed Income ETF,,,
FIYY,Graniteshares YieldBOOST 20Y+ Treasuries ETF,,,
FIZZ,National Beverage Corp.,United States,US,Consumer Defensive
FJP,First Trust Japan AlphaDEX Fund,,,
FKU,First Trust United Kingdom AlphaDEX Fund,,,
FKWL,Franklin Wireless Corp.,United States,US,Technology
FLD,"Fold Holdings, Inc.",United States,US,Financial Services
FLDB,Fidelity Low Duration Bond ETF,,,
FLDDW,"Fold Holdings, Inc.",United States,US,
FLEX,Flex Ltd.,United States,US,Technology
FLGT,"Fulgent Genetics, Inc.",United States,US,Healthcare
FLL,"Full House Resorts, Inc.",United States,US,Consumer Cyclical
FLN,First Trust Latin America AlphaDEX Fund,,,
FLNA,"Filana Therapeutics, Inc.",United States,US,Healthcare
FLNC,"Fluence Energy, Inc.",United States,US,Utilities
FLNT,"Fluent, Inc.",United States,US,Communication Services
FLUX,"Flux Power Holdings, Inc.",United States,US,Industrials
FLWS,"1-800-FLOWERS.COM, Inc.",United States,US,Consumer Cyclical
FLX,BingEx Limited,China,CN,Industrials
FLXS,"Flexsteel Industries, Inc.",United States,US,Consumer Cyclical
FLY,Firefly Aerospace Inc.,United States,US,Industrials
FLYE,"Fly-E Group, Inc.",United States,US,Consumer Cyclical
FLYW,Flywire Corporation,United States,US,Technology
FMAC,Future Money Acquisition Corporation,United States,US,Financial Services
FMACR,Future Money Acquisition Corporation,United States,US,
FMACU,Future Money Acquisition Corporation,United States,US,Financial Services
FMAO,"Farmers & Merchants Bancorp, Inc.",United States,US,Financial Services
FMB,First Trust Managed Municipal ETF,,,
FMBH,"First Mid Bancshares, Inc.",United States,US,Financial Services
FMED,Fidelity Disruptive Medicine ETF,,,
FMET,Fidelity Metaverse ETF,,,
FMFC,Kandal M Venture Limited,Cambodia,CA,Consumer Cyclical
FMHI,First Trust Municipal High Income ETF,,,
FMNB,Farmers National Banc Corp.,United States,US,Financial Services
FMST,Foremost Clean Energy Ltd.,Canada,CA,Basic Materials
FMSTW,Foremost Clean Energy Ltd.,Canada,CA,
FMTM,MarketDesk Focused U.S. Momentum ETF,,,
FMUB,Fidelity Municipal Bond Opportunities ETF,,,
FMUN,Fidelity Systematic Municipal Bond Index ETF,,,
FNGR,"FingerMotion, Inc.",Singapore,SG,Communication Services
FNK,First Trust Mid Cap Value AlphaDEX Fund,,,
FNKO,"Funko, Inc.",United States,US,Consumer Cyclical
FNLC,"The First Bancorp, Inc.",United States,US,Financial Services
FNRN,First Northern Community Bancorp,United States,US,Financial Services
FNUC,Frontier Nuclear and Minerals Inc.,Canada,CA,Basic Materials
FNWB,First Northwest Bancorp,United States,US,Financial Services
FNWD,Finward Bancorp,United States,US,Financial Services
FNX,First Trust Mid Cap Core AlphaDEX Fund,,,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,,,
FOCL,EDAP TMS S.A.,France,FR,Healthcare
FOFO,"Hang Feng Technology Innovation Co., Ltd.",Hong Kong,HK,Industrials
FORM,"FormFactor, Inc.",United States,US,Technology
FORR,"Forrester Research, Inc.",United States,US,Industrials
FORTY,Formula Systems (1985) Ltd.,Israel,IS,Technology
FOSL,"Fossil Group, Inc.",United States,US,Consumer Cyclical
FOX,Fox Corporation,United States,US,Communication Services
FOXA,Fox Corporation,United States,US,Communication Services
FOXF,Fox Factory Holding Corp.,United States,US,Consumer Cyclical
FOXX,Foxx Development Holdings Inc.,United States,US,Technology
FOXXW,Foxx Development Holdings Inc.,United States,US,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,,,
FPXE,First Trust IPOX Europe Equity Opportunities ETF,,,
FPXI,First Trust International Equity Opportunities ETF,,,
FRAF,Franklin Financial Services Corporation,United States,US,Financial Services
FRBA,First Bank,United States,US,Financial Services
FRD,"Friedman Industries, Incorporated",United States,US,Basic Materials
FRGT,"Freight Technologies, Inc.",Mexico,ME,Technology
FRHC,Freedom Holdings Corp.,United States,US,Financial Services
FRME,First Merchants Corporation,United States,US,Financial Services
FRMEP,First Merchants Corporation,United States,US,Financial Services
FRMI,Fermi Inc.,United States,US,Real Estate
FRMM,"Forum Markets, Incorporated",United States,US,Technology
FROG,JFrog Ltd.,United States,US,Technology
FRPH,"FRP Holdings, Inc.",United States,US,Real Estate
FRPT,"Freshpet, Inc.",United States,US,Consumer Defensive
FRSH,Freshworks Inc.,United States,US,Technology
FRST,Primis Financial Corp.,United States,US,Financial Services
FRSX,Foresight Autonomous Holdings Ltd.,Israel,IS,Consumer Cyclical
FRVO,Fervo Energy Company,United States,US,Utilities
FRWD,Nomura Transformational Technologies ETF,,,
FSBC,Five Star Bancorp,United States,US,Financial Services
FSBW,"FS Bancorp, Inc.",United States,US,Financial Services
FSCS,First Trust SMID Capital Strength ETF,,,
FSEA,"First Seacoast Bancorp, Inc.",United States,US,Financial Services
FSGS,First Trust SMID Growth Strength ETF,,,
FSHP,Flag Ship Acquisition Corporation,United States,US,Financial Services
FSHPR,Flag Ship Acquisition Corporation,United States,US,
FSHPU,Flag Ship Acquisition Corporation,United States,US,Financial Services
FSLR,"First Solar, Inc.",United States,US,Technology
FSLY,"Fastly, Inc.",United States,US,Technology
FSTR,L.B. Foster Company,United States,US,Industrials
FSUN,FirstSun Capital Bancorp,United States,US,Financial Services
FSV,FirstService Corporation,Canada,CA,Real Estate
FSZ,First Trust Switzerland AlphaDEX Fund,,,
FTA,First Trust Large Cap Value AlphaDEX Fund,,,
FTAG,First Trust Indxx Global Agriculture ETF,,,
FTAI,FTAI Aviation Ltd.,United States,US,Industrials
FTAIM,FTAI Aviation Ltd.,United States,US,Industrials
FTAIN,FTAI Aviation Ltd,United States,US,Industrials
FTC,First Trust Large Cap Growth AlphaDEX Fund,,,
FTCI,"FTC Solar, Inc.",United States,US,Technology
FTCS,First Trust Capital Strength ETF,,,
FTDR,"Frontdoor, Inc.",United States,US,Consumer Cyclical
FTDS,First Trust Dividend Strength ETF,,,
FTEK,"Fuel Tech, Inc.",United States,US,Industrials
FTFT,Future FinTech Group Inc.,Hong Kong,HK,Technology
FTGC,First Trust Global Tactical Commodity Strategy Fund,,,
FTGS,First Trust Growth Strength ETF,,,
FTHAU,Forefront Tech Holdings Acquisition Corp.,Cayman Islands,CA,Financial Services
FTHI,First Trust BuyWrite Income ETF,,,
FTHM,Fathom Holdings Inc.,United States,US,Real Estate
FTLF,"FitLife Brands, Inc.",United States,US,Consumer Defensive
FTNT,"Fortinet, Inc.",United States,US,Technology
FTQI,First Trust Nasdaq BuyWrite Income ETF,,,
FTRE,Fortrea Holdings Inc.,United States,US,Healthcare
FTRI,First Trust Indxx Global Natural Resources Income ETF,,,
FTRK,FAST TRACK GROUP,Singapore,SG,Communication Services
FTSL,First Trust Senior Loan Fund,,,
FTSM,First Trust Enhanced Short Maturity ETF,,,
FTXG,First Trust Nasdaq Food & Beverage ETF,,,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,,,
FTXL,First Trust Nasdaq Semiconductor ETF,,,
FTXN,First Trust Nasdaq Oil & Gas ETF,,,
FTXO,First Trust Nasdaq Bank ETF,,,
FTXR,First Trust Nasdaq Transportation ETF,,,
FUFU,BitFuFu Inc.,Singapore,SG,Financial Services
FUFUW,BitFuFu Inc.,Singapore,SG,
FULC,"Fulcrum Therapeutics, Inc.",United States,US,Healthcare
FULT,Fulton Financial Corporation,United States,US,Financial Services
FULTP,Fulton Financial Corporation,United States,US,Financial Services
FUNC,First United Corporation,United States,US,Financial Services
FUND,"Sprott Focus Trust, Inc.",Canada,CA,Financial Services
FUSB,"First US Bancshares, Inc.",United States,US,Financial Services
